Unnamed: 0,Pickup_Date,Number of Trips,Number of Vehicles,humidity,wind,price,month,day
445,2006-03-22,26,25,0.72,6.12,3.5,3,Wednesday
446,2006-03-23,1535,147,0.69,6.34,11,3,Thursday
447,2006-03-24,1680,159,0.71,6.28,11,3,Friday
448,2006-03-25,942,110,0.71,6.3,16.5,3,Saturday
449,2006-03-26,252,71,0.72,6.24,26,3,Sunday
450,2006-03-27,2517,204,0.72,6.2,7,3,Monday
451,2006-03-28,108,16,0.69,6.35,34,3,Tuesday
452,2006-03-29,421,57,0.72,6.3,16.5,3,Wednesday
453,2006-03-30,900,138,0.72,6.23,5,3,Thursday
454,2006-03-31,7, -   ,0.67,10.7,26,3,Friday
455,2006-04-01,383,127,0.72,8.78,11,4,Saturday
456,2006-04-02,1247,118,0.72,8.85,19.5,4,Sunday
457,2006-04-03,52,23,0.72,8.62,16.5,4,Monday
458,2006-04-04,491,94,0.73,8.64,13,4,Tuesday
459,2006-04-05,112,36,0.72,8.95,8.5,4,Wednesday
460,2006-04-06,259,83,0.73,8.94,8.5,4,Thursday
461,2006-04-07,108,30,0.72,8.97,26.5,4,Friday
462,2006-04-08,21,14,0.73,8.91,6.5,4,Saturday
463,2006-04-09,825,89,0.73,8.71,14,4,Sunday
464,2006-04-10,310,106,0.72,8.94,7,4,Monday
465,2006-04-11,46,11,0.73,8.88,13.5,4,Tuesday
466,2006-04-12,6,6,0.73,8.89,22.5,4,Wednesday
467,2006-04-13,263,93,0.93,2.71,26,4,Thursday
468,2006-04-14,16,7,0.94,2.79,30,4,Friday
469,2006-04-15,22,7,0.69,10,42.5,4,Saturday
470,2006-04-16,5,5,0.69,9.92,7.5,4,Sunday
471,2006-04-17,196,1,0.69,9.96,27.5,4,Monday
472,2006-04-18,1180,111,0.69,10.06,10.5,4,Tuesday
473,2006-04-19,302,86,0.69,10.07,11,4,Wednesday
474,2006-04-20,326,93,0.69,10.03,15,4,Thursday
475,2006-04-21,510,158,0.7,10.01,7.5,4,Friday
476,2006-04-22,1159,49,0.7,10.08,7.5,4,Saturday
477,2006-04-23,95,52,0.71,10.38,11,4,Sunday
478,2006-04-24,460,80,0.71,10.41,7,4,Monday
479,2006-04-25,534,81,0.68,10.51,34,4,Tuesday
480,2006-04-26,466,144,0.72,10.75,19.5,4,Wednesday
481,2006-04-27,932,116,0.72,10.79,16.5,4,Thursday
482,2006-04-28,1316,279,0.72,10.74,26,4,Friday
483,2006-04-29,271,79,0.46,13.08,15,4,Saturday
484,2006-04-30,1953,150,0.45,12.93,9.5,4,Sunday
485,2006-05-01,241,72,0.45,12.99,9,5,Monday
486,2006-05-02,317,73,0.45,13.18,28.5,5,Tuesday
487,2006-05-03,1588,116,0.46,13.09,20.5,5,Wednesday
488,2006-05-04,432,135,0.46,13.09,11,5,Thursday
489,2006-05-05,36,22,0.66,10.8,9.5,5,Friday
490,2006-05-06,21,8,0.66,10.64,27.5,5,Saturday
491,2006-05-07,324,124,0.66,10.71,19.5,5,Sunday
492,2006-05-08,2234,693,0.64,10.95,10.5,5,Monday
493,2006-05-09,869,69,0.66,10.88,32.5,5,Tuesday
494,2006-05-10,688,61,0.66,10.91,16.5,5,Wednesday
495,2006-05-11,753,84,0.66,10.79,7,5,Thursday
496,2006-05-12,935,106,0.64,10.97,27.5,5,Friday
497,2006-05-13,691,222,0.66,10.91,16.5,5,Saturday
498,2006-05-14,497,66,0.66,10.84,10.5,5,Sunday
499,2006-05-15,231,76,0.61,1.34,7,5,Monday
500,2006-05-16,1001,66,0.61,1.27,13.5,5,Tuesday
501,2006-05-17,1471,161,0.6,1.47,3,5,Wednesday
502,2006-05-18,831,121,0.62,1.43,7,5,Thursday
503,2006-05-19,636,102,0.62,1.45,10.5,5,Friday
504,2006-05-20,62,45,0.62,1.4,19.5,5,Saturday
505,2006-05-21,1508,144,0.62,1.33,27.5,5,Sunday
506,2006-05-22,1730,156,0.6,1.48,38.5,5,Monday
507,2006-05-23,887,108,0.62,1.43,22.5,5,Tuesday
508,2006-05-24,164,54,0.63,3.62,15,5,Wednesday
509,2006-05-25,2771,204,0.63,2.79,27,5,Thursday
510,2006-05-26,113,15,0.63,2.85,12.5,5,Friday
511,2006-05-27,380,56,0.62,2.73,12.5,5,Saturday
512,2006-05-28,916,135,0.63,2.71,11,5,Sunday
513,2006-05-29,11, -   ,0.63,2.88,11,5,Monday
514,2006-05-30,294,104,0.63,2.9,12,5,Tuesday
515,2006-05-31,1016,116,0.63,2.91,11,5,Wednesday
516,2006-06-01,28,18,0.63,2.89,16,6,Thursday
517,2006-06-02,464,87,0.63,2.74,17,6,Friday
518,2006-06-03,132,36,0.63,2.87,11,6,Saturday
519,2006-06-04,215,67,0.63,2.84,9,6,Sunday
520,2006-06-05,72,27,0.63,2.87,10.5,6,Monday
521,2006-06-06,10,10,0.91,1.08,32.5,6,Tuesday
522,2006-06-07,1012,90,0.92,1.09,22,6,Wednesday
523,2006-06-08,246,83,0.91,1.25,10.5,6,Thursday
524,2006-06-09,20,8,0.92,1.26,9.5,6,Friday
525,2006-06-10,15,15,0.69,4.22,17,6,Saturday
526,2006-06-11,223,86,0.7,4.31,9.5,6,Sunday
527,2006-06-12,11,5,0.7,4.32,13,6,Monday
528,2006-06-13,16,5,0.69,4.19,6.5,6,Tuesday
529,2006-06-14,7,7,0.7,4.19,11,6,Wednesday
530,2006-06-15,175,1,0.7,4.3,27.5,6,Thursday
531,2006-06-16,1358,111,0.7,4.2,11,6,Friday
532,2006-06-17,246,70,0.7,4.22,8,6,Saturday
533,2006-06-18,117,54,0.7,4.2,8,6,Sunday
534,2006-06-19,226,90,0.84,9.29,18.5,6,Monday
535,2006-06-20,963,48,0.71,6.33,14,6,Tuesday
536,2006-06-21,49,31,0.71,6.37,8,6,Wednesday
537,2006-06-22,535,83,0.71,6.11,26,6,Thursday
538,2006-06-23,379,73,0.71,6.19,8.5,6,Friday
539,2006-06-24,162,74,0.68,6.52,8.5,6,Saturday
540,2006-06-25,984,131,0.71,6.45,11,6,Sunday
541,2006-06-26,616,186,0.71,6.49,17,6,Monday
542,2006-06-27,112,52,0.71,6.4,26,6,Tuesday
543,2006-06-28,2016,154,0.71,6.3,13,6,Wednesday
544,2006-06-29,84,34,0.71,6.47,13.5,6,Thursday
545,2006-06-30,149,39,0.71,6.39,16.5,6,Friday
546,2006-07-01,1323,119,0.81,2.39,10.5,7,Saturday
547,2006-07-02,168,74,0.81,2.39,3,7,Sunday
548,2006-07-03,16,13,0.81,2.4,7,7,Monday
549,2006-07-04,6,2,0.81,2.41,27.5,7,Tuesday
550,2006-07-05,172,68,0.81,2.39,35,7,Wednesday
551,2006-07-06,1686,582,0.82,2.41,13,7,Thursday
552,2006-07-07,689,69,0.86,3.99,11,7,Friday
553,2006-07-08,620,59,0.86,4.03,13,7,Saturday
554,2006-07-09,996,83,0.87,3.91,23.5,7,Sunday
555,2006-07-10,1103,107,0.86,4.1,23,7,Monday
556,2006-07-11,214,120,0.86,4.08,11,7,Tuesday
557,2006-07-12,579,61,0.86,4.1,11.5,7,Wednesday
558,2006-07-13,70,32,0.86,4.06,21.5,7,Thursday
559,2006-07-14,1089,72,0.87,3.96,11,7,Friday
560,2006-07-15,1636,154,0.86,4.11,11.5,7,Saturday
561,2006-07-16,951,125,0.87,4.06,10,7,Sunday
562,2006-07-17,440,75,0.86,4.05,16.5,7,Monday
563,2006-07-18,9,6,0.57,2.51,28.5,7,Tuesday
564,2006-07-19,1767,150,0.57,2.6,10.5,7,Wednesday
565,2006-07-20,1123,136,0.57,2.46,10,7,Thursday
566,2006-07-21,1032,112,0.57,2.41,24,7,Friday
567,2006-07-22,51,27,0.58,2.61,17.5,7,Saturday
568,2006-07-23,2701,196,0.57,2.68,11,7,Sunday
569,2006-07-24,89,16,0.57,2.7,30.5,7,Monday
570,2006-07-25,2,2,0.57,2.69,10.5,7,Tuesday
571,2006-07-26,405,52,0.57,2.41,11,7,Wednesday
572,2006-07-27,913,140,0.58,2.58,13,7,Thursday
573,2006-07-28,8, -   ,0.57,2.56,11,7,Friday
574,2006-07-29,98,48,0.57,2.65,26,7,Saturday
575,2006-07-30,817,82,0.95,2.05,7,7,Sunday
576,2006-07-31,5,5,0.95,2.07,7,7,Monday
577,2006-08-01,273,79,0.77,3.12,7.5,8,Tuesday
578,2006-08-02,92,27,0.78,3.04,10.5,8,Wednesday
579,2006-08-03,41,26,0.77,3.22,16,8,Thursday
580,2006-08-04,27,10,0.77,3.24,7,8,Friday
581,2006-08-05,6,6,0.77,3.2,7,8,Saturday
582,2006-08-06,1017,89,0.78,3.08,27.5,8,Sunday
583,2006-08-07,108,44,0.78,3.21,11.5,8,Monday
584,2006-08-08,28,8,0.78,3.18,6.5,8,Tuesday
585,2006-08-09,4,4,0.7,9.35,15,8,Wednesday
586,2006-08-10,47,25,0.7,9.37,11,8,Thursday
587,2006-08-11,19,7,0.7,9.24,10.5,8,Friday
588,2006-08-12,9,4,0.7,9.28,16,8,Saturday
589,2006-08-13,1,1,0.69,9.44,11,8,Sunday
590,2006-08-14,94,1,0.7,9.41,9,8,Monday
591,2006-08-15,1354,111,0.7,9.42,33.5,8,Tuesday
592,2006-08-16,135,53,0.7,9.38,25,8,Wednesday
593,2006-08-17,144,59,0.7,9.34,10.5,8,Thursday
594,2006-08-18,193,81,0.7,9.45,26,8,Friday
595,2006-08-19,975,42,0.7,9.42,41,8,Saturday
596,2006-08-20,46,26,0.7,9.37,21.5,8,Sunday
597,2006-08-21,443,82,0.63,3.8,10.5,8,Monday
598,2006-08-22,249,56,0.64,3.65,12,8,Tuesday
599,2006-08-23,273,103,0.64,3.84,9.5,8,Wednesday
600,2006-08-24,872,106,0.75,6.68,10.5,8,Thursday
601,2006-08-25,467,168,0.75,6.61,11,8,Friday
602,2006-08-26,90,43,0.75,6.59,13.5,8,Saturday
603,2006-08-27,1745,138,0.76,6.77,7,8,Sunday
604,2006-08-28,93,39,0.75,6.8,16.5,8,Monday
605,2006-08-29,161,40,0.75,6.81,3.5,8,Tuesday
606,2006-08-30,1194,108,0.75,6.79,26,8,Wednesday
607,2006-08-31,156,62,0.75,6.61,23,8,Thursday
608,2006-09-01,17,13,0.76,6.76,17.5,9,Friday
609,2006-09-02,3,1,0.92,3.63,11,9,Saturday
610,2006-09-03,330,105,0.92,3.62,11,9,Sunday
611,2006-09-04,1888,622,0.92,3.6,11,9,Monday
612,2006-09-05,621,74,0.93,3.63,10,9,Tuesday
613,2006-09-06,641,56,0.91,3.66,31.5,9,Wednesday
614,2006-09-07,786,79,0.93,3.63,5,9,Thursday
615,2006-09-08,999,98,0.93,3.64,9,9,Friday
616,2006-09-09,231,113,0.93,3.61,16.5,9,Saturday
617,2006-09-10,561,54,0.93,3.65,22.5,9,Sunday
618,2006-09-11,76,37,0.91,3.67,13.5,9,Monday
619,2006-09-12,925,66,0.93,3.65,32.5,9,Tuesday
620,2006-09-13,1646,150,0.93,3.62,10.5,9,Wednesday
621,2006-09-14,875,113,0.79,6.46,5.5,9,Thursday
622,2006-09-15,550,75,0.79,6.49,7.5,9,Friday
623,2006-09-16,1567,138,0.79,6.34,7.5,9,Saturday
624,2006-09-17,849,120,0.8,6.38,26,9,Sunday
625,2006-09-18,810,102,0.77,6.57,12,9,Monday
626,2006-09-19,65,30,0.79,6.54,16,9,Tuesday
627,2006-09-20,2501,186,0.79,6.56,15,9,Wednesday
628,2006-09-21,89,16,0.79,6.51,7,9,Thursday
629,2006-09-22,355,49,0.8,6.43,12,9,Friday
630,2006-09-23,816,127,0.77,6.58,12,9,Saturday
631,2006-09-24,9, -   ,0.8,6.53,10.5,9,Sunday
632,2006-09-25,147,63,0.8,6.5,7,9,Monday
633,2006-09-26,796,78,0.71,7.21,26,9,Tuesday
634,2006-09-27,2,1,0.71,6.98,16,9,Wednesday
635,2006-09-28,72,38,0.71,7.09,5.5,9,Thursday
636,2006-09-29,60,18,0.68,7.38,7,9,Friday
637,2006-09-30,83,43,0.71,7.21,13.5,9,Saturday
638,2006-10-01,32,13,0.71,7.21,22.5,10,Sunday
639,2006-10-02,5,3,0.68,7.41,42.5,10,Monday
640,2006-10-03,904,85,0.72,7.33,34,10,Tuesday
641,2006-10-04,171,57,0.72,7.21,26,10,Wednesday
642,2006-10-05,20,7,0.78,6.75,9,10,Thursday
643,2006-10-06,75,39,0.75,7.03,10.5,10,Friday
644,2006-10-07,6,4,0.75,7.06,24,10,Saturday
645,2006-10-08,6,4,0.78,6.91,16.5,10,Sunday
646,2006-10-09,5,5,0.93,2.69,10.5,10,Monday
647,2006-10-10,64,1,0.94,2.78,32,10,Tuesday
648,2006-10-11,1220,109,0.92,1.81,5,10,Wednesday
649,2006-10-12,146,56,0.93,1.86,8.5,10,Thursday
650,2006-10-13,378,112,0.7,9.96,16.5,10,Friday
651,2006-10-14,591,164,0.7,10,23,10,Saturday
652,2006-10-15,1177,51,0.7,9.8,11,10,Sunday
653,2006-10-16,99,56,0.7,9.85,9.5,10,Monday
654,2006-10-17,586,84,0.7,10.1,31,10,Tuesday
655,2006-10-18,562,81,0.7,10.08,10.5,10,Wednesday
656,2006-10-19,508,153,0.7,10.02,10.5,10,Thursday
657,2006-10-20,1094,130,0.7,10.05,32.5,10,Friday
658,2006-10-21,1195,300,0.7,10.01,19.5,10,Saturday
659,2006-10-22,270,84,0.46,13.45,10.5,10,Sunday
660,2006-10-23,1570,150,0.46,13.52,16.5,10,Monday
661,2006-10-24,289,89,0.46,13.29,22.5,10,Tuesday
662,2006-10-25,393,89,0.46,13.32,38.5,10,Wednesday
663,2006-10-26,6,3,0.46,13.67,32.5,10,Thursday
664,2006-10-27,1161,114,0.46,13.61,22.5,10,Friday
665,2006-10-28,580,146,0.46,13.63,26.5,10,Saturday
666,2006-10-29,37,24,0.46,13.58,12.5,10,Sunday
667,2006-10-30,16,8,0.46,13.44,7,10,Monday
668,2006-10-31,513,166,0.46,13.62,7,10,Tuesday
669,2006-11-01,2337,710,0.46,13.61,9.5,11,Wednesday
670,2006-11-02,521,65,0.46,13.55,7,11,Thursday
671,2006-11-03,542,56,0.49,12.81,26,11,Friday
672,2006-11-04,661,82,0.49,13.07,5.5,11,Saturday
673,2006-11-05,895,105,0.48,13.07,11,11,Sunday
674,2006-11-06,858,240,0.49,13.02,16,11,Monday
675,2006-11-07,466,62,0.85,6.36,7,11,Tuesday
676,2006-11-08,293,87,0.85,6.38,16.5,11,Wednesday
677,2006-11-09,1017,68,0.84,6.27,19.5,11,Thursday
678,2006-11-10,1283,151,0.86,6.29,13.5,11,Friday
679,2006-11-11,766,124,0.83,6.45,30,11,Saturday
680,2006-11-12,844,109,0.85,6.42,9,11,Sunday
681,2006-11-13,24,21,0.85,6.4,29.5,11,Monday
682,2006-11-14,1412,145,0.85,6.39,9,11,Tuesday
683,2006-11-15,1447,153,0.86,6.36,16,11,Wednesday
684,2006-11-16,826,110,0.83,6.45,11,11,Thursday
685,2006-11-17,205,72,0.86,6.42,11,11,Friday
686,2006-11-18,2152,198,0.86,6.39,18.5,11,Saturday
687,2006-11-19,97,16,0.78,3.89,8.5,11,Sunday
688,2006-11-20,373,52,0.78,3.89,38,11,Monday
689,2006-11-21,760,136,0.78,3.84,11,11,Tuesday
690,2006-11-22,7, -   ,0.79,3.87,11,11,Wednesday
691,2006-11-23,379,130,0.78,3.92,11,11,Thursday
692,2006-11-24,1181,118,0.78,3.9,29.5,11,Friday
693,2006-11-25,68,33,0.78,3.9,19,11,Saturday
694,2006-11-26,509,93,0.78,3.88,10,11,Sunday
695,2006-11-27,108,31,0.79,3.89,19.5,11,Monday
696,2006-11-28,224,81,0.79,3.93,13.5,11,Tuesday
697,2006-11-29,97,27,0.79,3.91,13.5,11,Wednesday
698,2006-11-30,20,15,0.78,3.88,3,11,Thursday
699,2006-12-01,756,89,0.87,5.79,7,12,Friday
700,2006-12-02,271,94,0.87,5.85,27.5,12,Saturday
701,2006-12-03,42,11,0.87,5.67,30,12,Sunday
702,2006-12-04,11,11,0.86,5.69,13.5,12,Monday
703,2006-12-05,235,82,0.86,5.94,22.5,12,Tuesday
704,2006-12-06,17,6,0.87,5.93,16.5,12,Wednesday
705,2006-12-07,28,7,0.87,5.95,42.5,12,Thursday
706,2006-12-08,8,7,0.86,5.9,52.5,12,Friday
707,2006-12-09,194,1,0.86,5.74,67.5,12,Saturday
708,2006-12-10,1054,107,0.85,5.94,38,12,Sunday
709,2006-12-11,298,84,0.86,5.88,22.5,12,Monday
710,2006-12-12,448,111,0.57,1.74,11,12,Tuesday
711,2006-12-13,663,169,0.57,1.88,10.5,12,Wednesday
712,2006-12-14,1267,52,0.57,1.9,28.5,12,Thursday
713,2006-12-15,119,67,0.93,2.45,16.5,12,Friday
714,2006-12-16,722,78,0.93,2.48,21.5,12,Saturday
715,2006-12-17,571,80,0.93,2.43,10.5,12,Sunday
716,2006-12-18,609,165,0.94,2.42,10,12,Monday
717,2006-12-19,1049,124,0.94,2.49,8.5,12,Tuesday
718,2006-12-20,1388,313,0.94,2.51,16.5,12,Wednesday
719,2006-12-21,266,78,0.93,2.51,5,12,Thursday
720,2006-12-22,1626,149,0.94,2.51,13.5,12,Friday
721,2006-12-23,341,91,0.94,2.43,27.5,12,Saturday
722,2006-12-24,461,92,0.94,2.48,19.5,12,Sunday
723,2006-12-25,4,2,0.94,2.47,9,12,Monday
724,2006-12-26,1068,111,0.94,2.5,32.5,12,Tuesday
725,2006-12-27,595,152,0.89,14.65,10.5,12,Wednesday
726,2006-12-28,46,31,0.9,14.42,13.5,12,Thursday
727,2006-12-29,22,7,0.69,10,16.5,12,Friday
728,2006-12-30,571,172,0.9,10.18,22.5,12,Saturday
729,2006-12-31,2141,673,0.87,10.69,7,12,Sunday
730,2007-01-01,566,65,0.9,10.49,9,1,Monday
731,2007-01-02,646,62,0.7,4.26,29.5,1,Tuesday
732,2007-01-03,688,79,0.69,4.18,8,1,Wednesday
733,2007-01-04,840,107,0.7,4.17,11,1,Thursday
734,2007-01-05,898,245,0.71,6.32,15.5,1,Friday
735,2007-01-06,403,63,0.71,6.34,21,1,Saturday
736,2007-01-07,332,90,0.71,6.2,9,1,Sunday
737,2007-01-08,1064,75,0.72,6.25,7,1,Monday
738,2007-01-09,1299,149,0.68,6.43,16.5,1,Tuesday
739,2007-01-10,765,127,0.71,6.38,32.5,1,Wednesday
740,2007-01-11,899,115,0.7,6.4,19.5,1,Thursday
741,2007-01-12,46,40,0.71,6.35,10.5,1,Friday
742,2007-01-13,1470,145,0.72,6.31,22.5,1,Saturday
743,2007-01-14,1456,161,0.68,6.44,27.5,1,Sunday
744,2007-01-15,816,113,0.71,6.4,10.5,1,Monday
745,2007-01-16,240,70,0.71,6.34,7,1,Tuesday
746,2007-01-17,2090,195,0.67,11.54,16.5,1,Wednesday
747,2007-01-18,70,16,0.67,11.42,5,1,Thursday
748,2007-01-19,374,54,0.67,11.3,13.5,1,Friday
749,2007-01-20,698,134,0.67,11.27,13.5,1,Saturday
750,2007-01-21,7, -   ,0.67,11.33,27.5,1,Sunday
751,2007-01-22,516,135,0.67,11.2,3,1,Monday
752,2007-01-23,1385,123,0.67,11.36,7,1,Tuesday
753,2007-01-24,54,29,0.91,1.1,16.5,1,Wednesday
754,2007-01-25,478,95,0.92,1.12,10.5,1,Thursday
755,2007-01-26,122,34,0.92,1.28,30,1,Friday
756,2007-01-27,238,84,0.91,1.28,7,1,Saturday
757,2007-01-28,111,30,0.92,1.16,9,1,Sunday
758,2007-01-29,12,8,0.92,1.24,22.5,1,Monday
759,2007-01-30,646,86,0.74,9.18,16.5,1,Tuesday
760,2007-01-31,298,101,0.73,9.31,27.5,1,Wednesday
761,2007-02-01,54,15,0.74,9.36,16.5,2,Thursday
762,2007-02-02,5,5,0.73,9.35,7,2,Friday
763,2007-02-03,264,87,0.74,9.3,13.5,2,Saturday
764,2007-02-04,9,5,0.74,9.33,3,2,Sunday
765,2007-02-05,24,7,0.74,9.27,10.5,2,Monday
766,2007-02-06,9,8,0.74,9.43,27.5,2,Tuesday
767,2007-02-07,159,1,0.73,9.26,32.5,2,Wednesday
768,2007-02-08,986,107,0.74,9.53,9,2,Thursday
769,2007-02-09,304,83,0.74,9.49,45.5,2,Friday
770,2007-02-10,501,115,0.72,10.08,22.5,2,Saturday
771,2007-02-11,719,174,0.72,9.97,13.5,2,Sunday
772,2007-02-12,862,49,0.73,10.01,11.5,2,Monday
773,2007-02-13,115,62,0.77,10.15,7.5,2,Tuesday
774,2007-02-14,748,89,0.72,10.11,26,2,Wednesday
775,2007-02-15,599,81,0.73,10.09,7.5,2,Thursday
776,2007-02-16,623,174,0.73,10.06,11,2,Friday
777,2007-02-17,1068,126,0.73,10.12,7.5,2,Saturday
778,2007-02-18,1469,319,0.73,10.08,15,2,Sunday
779,2007-02-19,352,89,0.71,9.93,38,2,Monday
780,2007-02-20,1516,153,0.71,9.96,22.5,2,Tuesday
781,2007-02-21,367,89,0.71,9.81,19.5,2,Wednesday
782,2007-02-22,491,93,0.72,9.85,7,2,Thursday
783,2007-02-23,3,1,0.7,10.04,26,2,Friday
784,2007-02-24,1079,114,0.72,10.01,11,2,Saturday
785,2007-02-25,644,152,0.71,10.03,19.5,2,Sunday
786,2007-02-26,51,33,0.72,9.98,26,2,Monday
787,2007-02-27,24,9,0.72,9.9,13.5,2,Tuesday
788,2007-02-28,544,174,0.7,10.05,5,2,Wednesday
789,2007-03-01,2265,715,0.72,10,7,3,Thursday
790,2007-03-02,413,66,0.72,9.97,13.5,3,Friday
791,2007-03-03,618,62,0.93,2.57,16.5,3,Saturday
792,2007-03-04,679,75,0.92,2.73,13,3,Sunday
793,2007-03-05,803,104,0.92,2.57,21.5,3,Monday
794,2007-03-06,977,260,0.92,2.55,10.5,3,Tuesday
795,2007-03-07,428,61,0.92,2.68,30.5,3,Wednesday
796,2007-03-08,334,91,0.92,2.59,10.5,3,Thursday
797,2007-03-09,1075,73,0.92,2.54,8.5,3,Friday
798,2007-03-10,1272,153,0.64,9.45,26,3,Saturday
799,2007-03-11,761,123,0.64,9.36,5,3,Sunday
800,2007-03-12,859,111,0.64,9.39,9,3,Monday
801,2007-03-13,32,21,0.63,9.53,7,3,Tuesday
802,2007-03-14,1517,140,0.64,9.51,16.5,3,Wednesday
803,2007-03-15,1422,154,0.64,9.53,11,3,Thursday
804,2007-03-16,919,112,0.64,9.5,8.5,3,Friday
805,2007-03-17,279,78,0.64,9.43,10,3,Saturday
806,2007-03-18,2010,198,0.63,9.53,28.5,3,Sunday
807,2007-03-19,85,15,0.64,9.5,13.5,3,Monday
808,2007-03-20,371,52,0.64,9.49,8.5,3,Tuesday
809,2007-03-21,713,129,0.71,8.72,18,3,Wednesday
810,2007-03-22,6, -   ,0.71,8.73,8.5,3,Thursday
811,2007-03-23,440,123,0.71,8.64,11,3,Friday
812,2007-03-24,1376,127,0.72,8.68,9,3,Saturday
813,2007-03-25,71,34,0.7,8.79,9.5,3,Sunday
814,2007-03-26,571,100,0.71,8.75,19,3,Monday
815,2007-03-27,152,39,0.71,8.77,9.5,3,Tuesday
816,2007-03-28,260,83,0.71,8.73,28,3,Wednesday
817,2007-03-29,106,30,0.72,8.73,15,3,Thursday
818,2007-03-30,20,17,0.72,8.77,27.5,3,Friday
819,2007-03-31,653,85,0.72,8.73,8,3,Saturday
820,2007-04-01,326,99,0.93,1.84,9,4,Sunday
821,2007-04-02,36,10,0.93,1.85,8,4,Monday
822,2007-04-03,16,16,0.93,1.99,11.5,4,Tuesday
823,2007-04-04,248,91,0.93,1.9,9,4,Wednesday
824,2007-04-05,14,8,0.92,1.74,15,4,Thursday
825,2007-04-06,20,5,0.93,1.83,12,4,Friday
826,2007-04-07,8,7,0.93,1.81,8,4,Saturday
827,2007-04-08,151,1,0.93,1.87,8,4,Sunday
828,2007-04-09,950,111,0.93,1.82,26,4,Monday
829,2007-04-10,298,84,0.92,1.71,6.5,4,Tuesday
830,2007-04-11,495,112,0.93,1.76,9,4,Wednesday
831,2007-04-12,770,178,0.93,1.87,16,4,Thursday
832,2007-04-13,783,46,0.93,1.26,9.5,4,Friday
833,2007-04-14,116,62,0.89,1.26,29.5,4,Saturday
834,2007-04-15,790,88,0.89,1.25,14,4,Sunday
835,2007-04-16,572,85,0.94,1.25,7,4,Monday
836,2007-04-17,668,178,0.7,7.74,8,4,Tuesday
837,2007-04-18,1012,129,0.7,7.76,9.5,4,Wednesday
838,2007-04-19,1618,324,0.7,7.53,18.5,4,Thursday
839,2007-04-20,304,86,0.71,7.62,13.5,4,Friday
840,2007-04-21,1642,153,0.7,7.82,16.5,4,Saturday
841,2007-04-22,367,89,0.7,7.85,7,4,Sunday
842,2007-04-23,454,94,0.7,7.77,27.5,4,Monday
843,2007-04-24,4,1,0.71,7.73,10.5,4,Tuesday
844,2007-04-25,1201,107,0.67,7.93,5,4,Wednesday
845,2007-04-26,654,150,0.71,7.86,22.5,4,Thursday
846,2007-04-27,41,30,0.71,7.76,10.5,4,Friday
847,2007-04-28,25,10,0.55,2.04,32.5,4,Saturday
848,2007-04-29,544,165,0.55,2.07,7,4,Sunday
849,2007-04-30,2739,767,0.55,2.08,16.5,4,Monday
850,2007-05-01,539,72,0.55,2.06,27.5,5,Tuesday
851,2007-05-02,636,62,0.55,2.09,7,5,Wednesday
852,2007-05-03,672,80,0.55,2.08,15,5,Thursday
853,2007-05-04,799,101,0.84,6.76,5.5,5,Friday
854,2007-05-05,1000,265,0.83,6.65,7,5,Saturday
855,2007-05-06,488,61,0.81,6.82,27.5,5,Sunday
856,2007-05-07,349,89,0.84,6.8,10.5,5,Monday
857,2007-05-08,1087,75,0.84,6.77,12,5,Tuesday
858,2007-05-09,1218,150,0.85,6.76,9.5,5,Wednesday
859,2007-05-10,770,127,0.66,10.91,22,5,Thursday
860,2007-05-11,796,112,0.66,10.93,11,5,Friday
861,2007-05-12,32,22,0.66,10.74,16,5,Saturday
862,2007-05-13,1472,145,0.66,10.81,9.5,5,Sunday
863,2007-05-14,1392,153,0.64,11.05,9.5,5,Monday
864,2007-05-15,905,112,0.66,10.99,29,5,Tuesday
865,2007-05-16,286,81,0.66,11.01,7,5,Wednesday
866,2007-05-17,2021,200,0.66,10.95,9,5,Thursday
867,2007-05-18,79,14,0.66,10.89,27.5,5,Friday
868,2007-05-19,369,56,0.64,11.07,5,5,Saturday
869,2007-05-20,713,140,0.66,11.01,19.5,5,Sunday
870,2007-05-21,7, -   ,0.66,10.94,13.5,5,Monday
871,2007-05-22,428,130,0.8,6.6,16.5,5,Tuesday
872,2007-05-23,1381,131,0.8,6.63,24,5,Wednesday
873,2007-05-24,74,32,0.8,6.48,17.5,5,Thursday
874,2007-05-25,548,105,0.8,6.52,13.5,5,Friday
875,2007-05-26,166,38,0.77,6.71,8.5,5,Saturday
876,2007-05-27,281,86,0.8,6.68,8.5,5,Sunday
877,2007-05-28,115,31,0.8,6.74,12,5,Monday
878,2007-05-29,26,20,0.8,6.66,8.5,5,Tuesday
879,2007-05-30,688,83,0.8,6.57,11,5,Wednesday
880,2007-05-31,332,106,0.77,6.72,12,5,Thursday
881,2007-06-01,40,13,0.8,6.71,12,6,Friday
882,2007-06-02,19,19,0.8,6.65,10,6,Saturday
883,2007-06-03,299,92,0.93,1.54,18.5,6,Sunday
884,2007-06-04,13,7,0.93,1.39,34,6,Monday
885,2007-06-05,26,6,0.93,1.48,25,6,Tuesday
886,2007-06-06,16,15,0.91,1.7,32,6,Wednesday
887,2007-06-07,155,1,0.93,1.64,24,6,Thursday
888,2007-06-08,983,113,0.93,1.67,10,6,Friday
889,2007-06-09,301,77,0.93,1.59,9.5,6,Saturday
890,2007-06-10,349,109,0.93,1.56,12,6,Sunday
